Date,Teams,DK Open,DynW%,Location,Spread,SpreadOdds,SpreadProbability,PredictedScore,PointsScored,Total,TotalOdds,TotalProbability,MoneyLine,Luck,AdjEM,AdjO,AdjD,AdjT,SOS,AvgPF,AvgPA,TOV,Pace,Ts%,eFG%,MatchupUncertainty,MLConfidence,SU_Correct,Cover_Correct,OU_Correct
1/16/2024,Dayton,-1000,88.79%,h,-13.0,-110,76.09%,88.99,70,9.7,-110.0,3.45%,-1000,0.086,18.1,118.8,100.7,63.0,6.23,68.647,59.302,11.529,64.480,0.563,0.536,,,,,
1/16/2024,St. John's,-120,52.10%,a,-1.0,-110,56.75%,78.70,65,146.5,-110.0,72.60%,,-0.004,17.29,115.3,98,70.4,7.76,77.333,72.987,13.545,71.700,0.524,0.495,,,0.000,0.000,0.000
1/16/2024,Seton Hall,100,47.90%,h,1.0,-110,43.25%,77.84,80,10.5,-110.0,27.40%,,0.081,12.47,113.2,100.7,66.3,6.2,68.364,63.222,12.879,68.171,0.530,0.494,,,,,
1/16/2024,Wisconsin,-250,79.28%,a,-5.5,-110,95.09%,80.46,83,146.0,-110.0,79.22%,,0.046,23.99,119.7,95.7,65.2,9.43,65.257,61.821,8.029,66.494,0.510,0.485,,,0.000,0.000,1.000
1/16/2024,Penn St.,210,20.72%,h,5.5,-110,4.91%,68.10,87,10.7,-110.0,20.78%,,-0.086,5.04,108.1,103.1,71.6,2.1,72.243,66.435,8.378,72.347,0.575,0.554,,,,,
1/16/2024,Georgia,220,41.30%,a,7.0,-110,65.77%,69.46,74,137.0,-110.0,80.22%,,0.022,10.69,108.6,97.9,69.8,2.22,68.531,69.380,12.500,73.031,0.519,0.471,,,0.000,1.000,1.000
1/16/2024,South Carolina,-260,58.70%,h,-7.0,-110,34.23%,72.47,69,9.7,-110.0,19.78%,-290,0.144,12.06,111.5,99.4,64.2,-1.11,64.344,70.441,12.469,66.413,0.495,0.469,,,,,
1/16/2024,Kansas,-295,86.75%,a,-7.0,-111.0,92.21%,75.60,90,140.0,-110.0,73.39%,-310,0.092,21.12,114.6,93.5,68.8,6.73,75.417,66.232,11.972,71.550,0.555,0.526,,,1.000,1.000,1.000
1/16/2024,Oklahoma St.,235,13.25%,h,7.0,-109.0,7.79%,66.51,66,11.4,-110.0,26.61%,,-0.103,6.28,106.2,99.9,67.3,-0.99,68.278,64.068,13.611,69.338,0.523,0.490,,,,,
1/17/2024,Georgia St.,365,27.98%,a,9.0,-110.0,45.31%,56.97,68,141.5,-110.0,64.65%,,0.003,-1.45,106.4,107.8,68.6,-2.13,66.710,67.205,12.194,72.794,0.502,0.463,,,1.000,1.000,1.000
1/17/2024,Appalachian St.,-490,72.02%,h,-9.0,-109.0,54.69%,67.82,76,15.9,-110.0,35.35%,-400,0.004,9.37,106.2,96.9,66.8,-0.67,70.250,62.654,10.250,70.812,0.529,0.505,,,,,
1/17/2024,Virginia Tech,120,39.97%,a,4.0,-110.0,57.75%,62.05,57,124.5,-110.0,84.62%,,-0.013,12.63,111.8,99.1,67.8,4.54,74.147,68.101,9.588,68.794,0.569,0.545,,,1.000,0.000,0.000
1/17/2024,Virginia,-144,60.03%,h,-4.0,109.0,42.25%,64.14,65,9.8,-110.0,15.38%,-188,0.059,11.45,106.1,94.7,61.1,1.85,67.788,58.722,8.121,63.106,0.545,0.513,,,,,
1/17/2024,Florida St.,225,26.20%,a,7.0,-111.0,59.75%,78.13,84,158.0,-110.0,55.13%,,0.024,8.96,108,99.1,71.2,5.02,69.344,73.925,11.625,73.894,0.528,0.495,,,0.000,1.000,1.000
1/17/2024,Miami FL,-320,73.80%,h,-7.0,-109.0,40.25%,82.38,75,10.9,-110.0,44.87%,-305,0.052,12.97,115.7,102.7,70.7,0.93,79.054,70.041,10.730,73.700,0.580,0.544,,,,,
1/17/2024,North Texas,-180,75.77%,a,-3.0,-109.0,88.69%,68.56,60,126.0,-110.0,94.60%,,-0.114,12.9,109.1,96.2,60.8,1.72,64.526,54.400,10.500,64.567,0.549,0.513,,,1.000,0.000,0.000
1/17/2024,East Carolina,150,24.23%,h,3.0,-111.0,11.31%,60.15,59,9.4,-110.0,5.40%,,-0.021,-1.79,106.9,108.7,65.3,-4.14,68.818,68.456,12.939,68.171,0.511,0.473,,,,,
1/17/2024,Mississippi,-104,44.74%,a,3.0,-109.0,50.40%,76.86,80,150.0,-110.0,59.12%,,0.178,11.45,114.3,102.9,66.8,-0.27,67.485,67.046,11.545,70.900,0.507,0.476,,,1.000,0.000,1.000
1/17/2024,LSU,-115,55.26%,h,-3.0,-110.0,49.60%,79.68,89,11.6,-110.0,40.88%,-160,-0.015,9.32,107.9,98.6,71.0,0.97,67.606,68.663,11.758,71.906,0.515,0.476,,,,,
1/17/2024,Massachusetts,116,43.58%,a,2.0,-108.0,48.52%,72.31,78,148.0,-110.0,55.49%,,-0.087,7.19,111,103.8,70.5,-3.91,69.774,69.205,14.000,72.519,0.502,0.463,,,1.000,1.000,1.000
1/17/2024,Loyola Chicago,-140,56.42%,h,-2.0,-111.0,51.48%,74.90,79,12.8,-110.0,44.51%,-175,0.027,4.5,102.7,98.2,69.8,-1.32,67.387,70.236,14.419,72.224,0.556,0.530,,,,,
1/17/2024,Rhode Island,375,20.20%,a,9.0,-110.0,48.93%,74.10,64,142.5,-110.0,80.37%,,0.056,-0.24,107.6,107.9,68.0,0.76,66.000,68.453,13.452,69.963,0.495,0.443,,,1.000,1.000,1.000
1/17/2024,St. Bonaventure,-500,79.80%,h,-9.0,-109.0,51.07%,83.30,99,11.0,-110.0,19.63%,-395,-0.01,8.71,110.9,102.2,65.7,-1.99,66.750,65.623,11.938,66.620,0.524,0.496,,,,,
1/17/2024,Nebraska,106,44.35%,a,3.0,-109.0,54.82%,71.69,82,142.5,-110.0,55.52%,,0.063,14.41,115.9,101.5,68.6,1.68,67.969,67.775,12.313,70.741,0.539,0.521,,,1.000,0.000,1.000
1/17/2024,Rutgers,-128,55.65%,h,-3.0,-111.0,45.18%,73.33,87,11.0,-110.0,44.48%,-154,-0.01,8.43,101.5,93.1,68.3,4.88,68.412,59.415,10.706,70.569,0.510,0.480,,,,,
1/17/2024,Mississippi St.,188,40.55%,a,7.0,-109.0,58.97%,71.61,77,154.5,-110.0,56.95%,,-0.058,18.1,111.4,93.3,68.6,4.32,65.706,59.245,12.147,70.619,0.500,0.470,,,1.000,0.000,1.000
1/17/2024,Kentucky,-230,59.45%,h,-7.0,-110.0,41.03%,75.82,90,12.7,-110.0,43.05%,-300,-0.035,20.9,119.7,98.8,73.6,2.67,74.471,65.874,10.941,76.440,0.540,0.509,,,,,
1/17/2024,Creighton,188,30.59%,a,6.0,-109.0,58.17%,71.33,48,144.5,-110.0,72.51%,,0.004,22.3,116.3,94,66.8,6.35,76.432,66.621,10.919,68.306,0.577,0.545,,,1.000,0.000,0.000
1/17/2024,Connecticut,-230,69.41%,h,-6.0,-110.0,41.83%,74.85,62,12.0,-110.0,27.49%,-270,0.026,25.46,123.4,98,65.1,1.95,78.564,62.540,12.231,68.300,0.574,0.540,,,,,
1/17/2024,UCF,270,27.74%,a,9.0,-110.0,56.58%,66.93,77,139.5,-110.0,66.79%,,-0.023,10.01,104.3,94.3,70.0,-1.23,71.529,63.673,12.324,72.520,0.540,0.503,,,0.000,1.000,1.000
1/17/2024,Texas,-345,72.26%,h,-9.0,-109.0,43.42%,73.96,71,10.9,-110.0,33.21%,-410,-0.001,15.77,114.1,98.3,68.2,-1.22,77.974,66.117,10.921,71.406,0.565,0.532,,,,,
